state_code,county,state_county,us_ws_cat_limit_zone,us_eq_cat_limit_zone
NY,Hamilton County,NYHamilton County,3,3
NY,Herkimer County,NYHerkimer County,3,3
NY,Jefferson County,NYJefferson County,3,3
NY,Kings County,NYKings County,1,3
NY,Lewis County,NYLewis County,3,3
NY,Livingston County,NYLivingston County,3,3
NY,Madison County,NYMadison County,3,3
NY,Monroe County,NYMonroe County,3,3
NY,Montgomery County,NYMontgomery County,3,3
NY,Nassau County,NYNassau County,1,3
NY,New York County,NYNew York County,1,3
NY,Niagara County,NYNiagara County,3,3
NY,Oneida County,NYOneida County,3,3
NY,Onondaga County,NYOnondaga County,3,3
NY,Ontario County,NYOntario County,3,3
NY,Orange County,NYOrange County,2,3
NY,Orleans County,NYOrleans County,3,3
NY,Oswego County,NYOswego County,3,3
NY,Otsego County,NYOtsego County,3,3
NY,Putnam County,NYPutnam County,2,3
NY,Queens County,NYQueens County,1,3
NY,Rensselaer County,NYRensselaer County,3,3
NY,Richmond County,NYRichmond County,1,3
NY,Rockland County,NYRockland County,2,3
NY,Saratoga County,NYSaratoga County,3,3
NY,Schenectady County,NYSchenectady County,3,3
NY,Schoharie County,NYSchoharie County,3,3
NY,Schuyler County,NYSchuyler County,3,3
NY,Seneca County,NYSeneca County,3,3
NY,St. Lawrence County,NYSt. Lawrence County,3,3
NY,Steuben County,NYSteuben County,3,3
NY,Suffolk County,NYSuffolk County,1,3
NY,Sullivan County,NYSullivan County,3,3
NY,Tioga County,NYTioga County,3,3
NY,Tompkins County,NYTompkins County,3,3
NY,Ulster County,NYUlster County,3,3
NY,Warren County,NYWarren County,3,3
NY,Washington County,NYWashington County,3,3
NY,Wayne County,NYWayne County,3,3
NY,Westchester County,NYWestchester County,1,3
NY,Wyoming County,NYWyoming County,3,3
NY,Yates County,NYYates County,3,3
OH,Adams County,OHAdams County,3,3
OH,Allen County,OHAllen County,3,3
OH,Ashland County,OHAshland County,3,3
OH,Ashtabula County,OHAshtabula County,3,3
OH,Athens County,OHAthens County,3,3
OH,Auglaize County,OHAuglaize County,3,3
OH,Belmont County,OHBelmont County,3,3
OH,Brown County,OHBrown County,3,3
OH,Butler County,OHButler County,3,3
OH,Carroll County,OHCarroll County,3,3
OH,Champaign County,OHChampaign County,3,3
OH,Clark County,OHClark County,3,3
OH,Clermont County,OHClermont County,3,3
OH,Clinton County,OHClinton County,3,3
OH,Columbiana County,OHColumbiana County,3,3
OH,Coshocton County,OHCoshocton County,3,3
OH,Crawford County,OHCrawford County,3,3
OH,Cuyahoga County,OHCuyahoga County,3,3
OH,Darke County,OHDarke County,3,3
OH,Defiance County,OHDefiance County,3,3
OH,Delaware County,OHDelaware County,3,3
OH,Erie County,OHErie County,3,3
OH,Fairfield County,OHFairfield County,3,3
OH,Fayette County,OHFayette County,3,3
OH,Franklin County,OHFranklin County,3,3
OH,Fulton County,OHFulton County,3,3
OH,Gallia County,OHGallia County,3,3
OH,Geauga County,OHGeauga County,3,3
OH,Greene County,OHGreene County,3,3
OH,Guernsey County,OHGuernsey County,3,3
OH,Hamilton County,OHHamilton County,3,3
OH,Hancock County,OHHancock County,3,3
OH,Hardin County,OHHardin County,3,3
OH,Harrison County,OHHarrison County,3,3
OH,Henry County,OHHenry County,3,3
OH,Highland County,OHHighland County,3,3
OH,Hocking County,OHHocking County,3,3
OH,Holmes County,OHHolmes County,3,3
OH,Huron County,OHHuron County,3,3
OH,Jackson County,OHJackson County,3,3
OH,Jefferson County,OHJefferson County,3,3
OH,Knox County,OHKnox County,3,3
OH,Lake County,OHLake County,3,3
OH,Lawrence County,OHLawrence County,3,3
OH,Licking County,OHLicking County,3,3
OH,Logan County,OHLogan County,3,3
OH,Lorain County,OHLorain County,3,3
OH,Lucas County,OHLucas County,3,3
OH,Madison County,OHMadison County,3,3
OH,Mahoning County,OHMahoning County,3,3
OH,Marion County,OHMarion County,3,3
OH,Medina County,OHMedina County,3,3
OH,Meigs County,OHMeigs County,3,3
OH,Mercer County,OHMercer County,3,3
OH,Miami County,OHMiami County,3,3
OH,Monroe County,OHMonroe County,3,3
OH,Montgomery County,OHMontgomery County,3,3
OH,Morgan County,OHMorgan County,3,3
OH,Morrow County,OHMorrow County,3,3
OH,Muskingum County,OHMuskingum County,3,3
OH,Noble County,OHNoble County,3,3
OH,Ottawa County,OHOttawa County,3,3
OH,Paulding County,OHPaulding County,3,3
OH,Perry County,OHPerry County,3,3
OH,Pickaway County,OHPickaway County,3,3
OH,Pike County,OHPike County,3,3
OH,Portage County,OHPortage County,3,3
OH,Preble County,OHPreble County,3,3
OH,Putnam County,OHPutnam County,3,3
OH,Richland County,OHRichland County,3,3
OH,Ross County,OHRoss County,3,3
OH,Sandusky County,OHSandusky County,3,3
OH,Scioto County,OHScioto County,3,3
OH,Seneca County,OHSeneca County,3,3
OH,Shelby County,OHShelby County,3,3
OH,Stark County,OHStark County,3,3
OH,Summit County,OHSummit County,3,3
OH,Trumbull County,OHTrumbull County,3,3
OH,Tuscarawas County,OHTuscarawas County,3,3
OH,Union County,OHUnion County,3,3
OH,Van Wert County,OHVan Wert County,3,3
OH,Vinton County,OHVinton County,3,3
OH,Warren County,OHWarren County,3,3
OH,Washington County,OHWashington County,3,3
OH,Wayne County,OHWayne County,3,3
OH,Williams County,OHWilliams County,3,3
OH,Wood County,OHWood County,3,3
OH,Wyandot County,OHWyandot County,3,3
OK,Adair County,OKAdair County,3,3
OK,Alfalfa County,OKAlfalfa County,3,3
OK,Atoka County,OKAtoka County,3,3
OK,Beaver County,OKBeaver County,3,3
OK,Beckham County,OKBeckham County,3,3
OK,Blaine County,OKBlaine County,3,3
OK,Bryan County,OKBryan County,3,3
OK,Caddo County,OKCaddo County,3,3
OK,Canadian County,OKCanadian County,3,3
OK,Carter County,OKCarter County,3,3
OK,Cherokee County,OKCherokee County,3,3
OK,Choctaw County,OKChoctaw County,3,3
OK,Cimarron County,OKCimarron County,3,3
OK,Cleveland County,OKCleveland County,3,3
OK,Coal County,OKCoal County,3,3
OK,Comanche County,OKComanche County,3,3
OK,Cotton County,OKCotton County,3,3
OK,Craig County,OKCraig County,3,3
OK,Creek County,OKCreek County,3,3
OK,Custer County,OKCuster County,3,3
OK,Delaware County,OKDelaware County,3,3
OK,Dewey County,OKDewey County,3,3
OK,Ellis County,OKEllis County,3,3
OK,Garfield County,OKGarfield County,3,3
OK,Garvin County,OKGarvin County,3,3
OK,Grady County,OKGrady County,3,3
OK,Grant County,OKGrant County,3,3
OK,Greer County,OKGreer County,3,3
OK,Harmon County,OKHarmon County,3,3
OK,Harper County,OKHarper County,3,3
OK,Haskell County,OKHaskell County,3,3
OK,Hughes County,OKHughes County,3,3
OK,Jackson County,OKJackson County,3,3
OK,Jefferson County,OKJefferson County,3,3
OK,Johnston County,OKJohnston County,3,3
OK,Kay County,OKKay County,3,3
OK,Kingfisher County,OKKingfisher County,3,3
OK,Kiowa County,OKKiowa County,3,3
OK,Latimer County,OKLatimer County,3,3
OK,Le Flore County,OKLe Flore County,3,3
OK,Lincoln County,OKLincoln County,3,3
OK,Logan County,OKLogan County,3,3
OK,Love County,OKLove County,3,3
OK,Major County,OKMajor County,3,3
OK,Marshall County,OKMarshall County,3,3
OK,Mayes County,OKMayes County,3,3
OK,Mcclain County,OKMcclain County,3,3
OK,Mccurtain County,OKMccurtain County,3,3
OK,Mcintosh County,OKMcintosh County,3,3
OK,Murray County,OKMurray County,3,3
OK,Muskogee County,OKMuskogee County,3,3
OK,Noble County,OKNoble County,3,3
OK,Nowata County,OKNowata County,3,3
OK,Okfuskee County,OKOkfuskee County,3,3
OK,Oklahoma County,OKOklahoma County,3,3
OK,Okmulgee County,OKOkmulgee County,3,3
OK,Osage County,OKOsage County,3,3
OK,Ottawa County,OKOttawa County,3,3
OK,Pawnee County,OKPawnee County,3,3
OK,Payne County,OKPayne County,3,3
OK,Pittsburg County,OKPittsburg County,3,3
OK,Pontotoc County,OKPontotoc County,3,3
OK,Pottawatomie County,OKPottawatomie County,3,3
OK,Pushmataha County,OKPushmataha County,3,3
OK,Roger Mills County,OKRoger Mills County,3,3
OK,Rogers County,OKRogers County,3,3
OK,Seminole County,OKSeminole County,3,3
OK,Sequoyah County,OKSequoyah County,3,3
OK,Stephens County,OKStephens County,3,3
OK,Texas County,OKTexas County,3,3
OK,Tillman County,OKTillman County,3,3
OK,Tulsa County,OKTulsa County,3,3
OK,Wagoner County,OKWagoner County,3,3
OK,Washington County,OKWashington County,3,3
OK,Washita County,OKWashita County,3,3
OK,Woods County,OKWoods County,3,3
OK,Woodward County,OKWoodward County,3,3
OR,Baker County,ORBaker County,3,3
OR,Benton County,ORBenton County,3,1
OR,Clackamas County,ORClackamas County,3,1
OR,Clatsop County,ORClatsop County,3,1
OR,Columbia County,ORColumbia County,3,1
OR,Coos County,ORCoos County,3,1
OR,Crook County,ORCrook County,3,3
OR,Curry County,ORCurry County,3,1
OR,Deschutes County,ORDeschutes County,3,3
OR,Douglas County,ORDouglas County,3,1
OR,Gilliam County,ORGilliam County,3,3
OR,Grant County,ORGrant County,3,3
OR,Harney County,ORHarney County,3,3
OR,Hood River County,ORHood River County,3,1
OR,Jackson County,ORJackson County,3,1
OR,Jefferson County,ORJefferson County,3,3
OR,Josephine County,ORJosephine County,3,1
OR,Klamath County,ORKlamath County,3,1
OR,Lake County,ORLake County,3,3
OR,Lane County,ORLane County,3,1
OR,Lincoln County,ORLincoln County,3,1
OR,Linn County,ORLinn County,3,1
OR,Malheur County,ORMalheur County,3,3
OR,Marion County,ORMarion County,3,1
OR,Morrow County,ORMorrow County,3,3
OR,Multnomah County,ORMultnomah County,3,1
OR,Polk County,ORPolk County,3,1
OR,Sherman County,ORSherman County,3,3
OR,Tillamook County,ORTillamook County,3,1
OR,Umatilla County,ORUmatilla County,3,3
OR,Union County,ORUnion County,3,3
OR,Wallowa County,ORWallowa County,3,3
OR,Wasco County,ORWasco County,3,3
OR,Washington County,ORWashington County,3,1
OR,Wheeler County,ORWheeler County,3,3
OR,Yamhill County,ORYamhill County,3,1
PA,Adams County,PAAdams County,3,3
PA,Allegheny County,PAAllegheny County,3,3
PA,Armstrong County,PAArmstrong County,3,3
PA,Beaver County,PABeaver County,3,3
PA,Bedford County,PABedford County,3,3
PA,Berks County,PABerks County,3,3
PA,Blair County,PABlair County,3,3
PA,Bradford County,PABradford County,3,3
PA,Bucks County,PABucks County,3,3
PA,Butler County,PAButler County,3,3
PA,Cambria County,PACambria County,3,3
PA,Cameron County,PACameron County,3,3
PA,Carbon County,PACarbon County,3,3
PA,Centre County,PACentre County,3,3
PA,Chester County,PAChester County,3,3
PA,Clarion County,PAClarion County,3,3
PA,Clearfield County,PAClearfield County,3,3
PA,Clinton County,PAClinton County,3,3
PA,Columbia County,PAColumbia County,3,3
PA,Crawford County,PACrawford County,3,3
PA,Cumberland County,PACumberland County,3,3
PA,Dauphin County,PADauphin County,3,3
PA,Delaware County,PADelaware County,3,3
PA,Elk County,PAElk County,3,3
PA,Erie County,PAErie County,3,3
PA,Fayette County,PAFayette County,3,3
PA,Forest County,PAForest County,3,3
PA,Franklin County,PAFranklin County,3,3
PA,Fulton County,PAFulton County,3,3
PA,Greene County,PAGreene County,3,3
PA,Huntingdon County,PAHuntingdon County,3,3
PA,Indiana County,PAIndiana County,3,3
PA,Jefferson County,PAJefferson County,3,3
PA,Juniata County,PAJuniata County,3,3
PA,Lackawanna County,PALackawanna County,3,3
PA,Lancaster County,PALancaster County,3,3
PA,Lawrence County,PALawrence County,3,3
PA,Lebanon County,PALebanon County,3,3
PA,Lehigh County,PALehigh County,3,3
PA,Luzerne County,PALuzerne County,3,3
PA,Lycoming County,PALycoming County,3,3
PA,Mckean County,PAMckean County,3,3
PA,Mercer County,PAMercer County,3,3
PA,Mifflin County,PAMifflin County,3,3
PA,Monroe County,PAMonroe County,3,3
PA,Montgomery County,PAMontgomery County,3,3
PA,Montour County,PAMontour County,3,3
PA,Northampton County,PANorthampton County,3,3
PA,Northumberland County,PANorthumberland County,3,3
PA,Perry County,PAPerry County,3,3
PA,Philadelphia County,PAPhiladelphia County,3,3
PA,Pike County,PAPike County,3,3
PA,Potter County,PAPotter County,3,3
PA,Schuylkill County,PASchuylkill County,3,3
PA,Snyder County,PASnyder County,3,3
PA,Somerset County,PASomerset County,3,3
PA,Sullivan County,PASullivan County,3,3
PA,Susquehanna County,PASusquehanna County,3,3
PA,Tioga County,PATioga County,3,3
PA,Union County,PAUnion County,3,3
PA,Venango County,PAVenango County,3,3
PA,Warren County,PAWarren County,3,3
PA,Washington County,PAWashington County,3,3
PA,Wayne County,PAWayne County,3,3
PA,Westmoreland County,PAWestmoreland County,3,3
PA,Wyoming County,PAWyoming County,3,3
PA,York County,PAYork County,3,3
RI,Bristol County,RIBristol County,1,3
RI,Kent County,RIKent County,2,3
RI,Newport County,RINewport County,1,3
RI,Providence County,RIProvidence County,2,3
RI,Washington County,RIWashington County,1,3
SC,Abbeville County,SCAbbeville County,3,3
SC,Aiken County,SCAiken County,3,3
SC,Allendale County,SCAllendale County,2,3
SC,Anderson County,SCAnderson County,3,3
SC,Bamberg County,SCBamberg County,2,3
SC,Barnwell County,SCBarnwell County,2,3
SC,Beaufort County,SCBeaufort County,1,3
SC,Berkeley County,SCBerkeley County,1,3
SC,Calhoun County,SCCalhoun County,2,3
SC,Charleston County,SCCharleston County,1,3
SC,Cherokee County,SCCherokee County,3,3
SC,Chester County,SCChester County,3,3
SC,Chesterfield County,SCChesterfield County,3,3
SC,Clarendon County,SCClarendon County,2,3
SC,Colleton County,SCColleton County,1,3
SC,Darlington County,SCDarlington County,2,3
SC,Dillon County,SCDillon County,2,3
SC,Dorchester County,SCDorchester County,1,3
SC,Edgefield County,SCEdgefield County,3,3
SC,Fairfield County,SCFairfield County,3,3
SC,Florence County,SCFlorence County,2,3
SC,Georgetown County,SCGeorgetown County,1,3
SC,Greenville County,SCGreenville County,3,3
SC,Greenwood County,SCGreenwood County,3,3
SC,Hampton County,SCHampton County,2,3
SC,Horry County,SCHorry County,1,3
SC,Jasper County,SCJasper County,1,3
SC,Kershaw County,SCKershaw County,3,3
SC,Lancaster County,SCLancaster County,3,3
SC,Laurens County,SCLaurens County,3,3
SC,Lee County,SCLee County,2,3
SC,Lexington County,SCLexington County,3,3
SC,Marion County,SCMarion County,2,3
SC,Marlboro County,SCMarlboro County,2,3
SC,Mccormick County,SCMccormick County,3,3
SC,Newberry County,SCNewberry County,3,3
SC,Oconee County,SCOconee County,3,3
SC,Orangeburg County,SCOrangeburg County,2,3
SC,Pickens County,SCPickens County,3,3
SC,Richland County,SCRichland County,3,3
SC,Saluda County,SCSaluda County,3,3
SC,Spartanburg County,SCSpartanburg County,3,3
SC,Sumter County,SCSumter County,2,3
SC,Union County,SCUnion County,3,3
SC,Williamsburg County,SCWilliamsburg County,2,3
SC,York County,SCYork County,3,3
SD,Aurora County,SDAurora County,3,3
SD,Beadle County,SDBeadle County,3,3
SD,Bennett County,SDBennett County,3,3
SD,Bon Homme County,SDBon Homme County,3,3
SD,Brookings County,SDBrookings County,3,3
SD,Brown County,SDBrown County,3,3
SD,Brule County,SDBrule County,3,3
SD,Buffalo County,SDBuffalo County,3,3
SD,Butte County,SDButte County,3,3
SD,Campbell County,SDCampbell County,3,3
SD,Charles Mix County,SDCharles Mix County,3,3
SD,Clark County,SDClark County,3,3
SD,Clay County,SDClay County,3,3
SD,Codington County,SDCodington County,3,3
SD,Corson County,SDCorson County,3,3
SD,Custer County,SDCuster County,3,3
SD,Davison County,SDDavison County,3,3
SD,Day County,SDDay County,3,3
SD,Deuel County,SDDeuel County,3,3
SD,Dewey County,SDDewey County,3,3
SD,Douglas County,SDDouglas County,3,3
SD,Edmunds County,SDEdmunds County,3,3
SD,Fall River County,SDFall River County,3,3
SD,Faulk County,SDFaulk County,3,3
SD,Grant County,SDGrant County,3,3
SD,Gregory County,SDGregory County,3,3
SD,Haakon County,SDHaakon County,3,3
SD,Hamlin County,SDHamlin County,3,3
SD,Hand County,SDHand County,3,3
SD,Hanson County,SDHanson County,3,3
SD,Harding County,SDHarding County,3,3
SD,Hughes County,SDHughes County,3,3
SD,Hutchinson County,SDHutchinson County,3,3
SD,Hyde County,SDHyde County,3,3
SD,Jackson County,SDJackson County,3,3
SD,Jerauld County,SDJerauld County,3,3
SD,Jones County,SDJones County,3,3
SD,Kingsbury County,SDKingsbury County,3,3
SD,Lake County,SDLake County,3,3
SD,Lawrence County,SDLawrence County,3,3
SD,Lincoln County,SDLincoln County,3,3
SD,Lyman County,SDLyman County,3,3
SD,Marshall County,SDMarshall County,3,3
SD,Mccook County,SDMccook County,3,3
SD,Mcpherson County,SDMcpherson County,3,3
SD,Meade County,SDMeade County,3,3
SD,Mellette County,SDMellette County,3,3
SD,Miner County,SDMiner County,3,3
SD,Minnehaha County,SDMinnehaha County,3,3
SD,Moody County,SDMoody County,3,3
SD,Oglala Lakota County,SDOglala Lakota County,3,3
SD,Pennington County,SDPennington County,3,3
SD,Perkins County,SDPerkins County,3,3
SD,Potter County,SDPotter County,3,3
SD,Roberts County,SDRoberts County,3,3
SD,Sanborn County,SDSanborn County,3,3
SD,Spink County,SDSpink County,3,3
SD,Stanley County,SDStanley County,3,3
SD,Sully County,SDSully County,3,3
SD,Todd County,SDTodd County,3,3
SD,Tripp County,SDTripp County,3,3
SD,Turner County,SDTurner County,3,3
SD,Union County,SDUnion County,3,3
SD,Walworth County,SDWalworth County,3,3
SD,Yankton County,SDYankton County,3,3
SD,Ziebach County,SDZiebach County,3,3
TN,Anderson County,TNAnderson County,3,3
TN,Bedford County,TNBedford County,3,3
TN,Benton County,TNBenton County,3,2
TN,Bledsoe County,TNBledsoe County,3,3
TN,Blount County,TNBlount County,3,3
TN,Bradley County,TNBradley County,3,3
TN,Campbell County,TNCampbell County,3,3
TN,Cannon County,TNCannon County,3,3
TN,Carroll County,TNCarroll County,3,2
TN,Carter County,TNCarter County,3,3
TN,Cheatham County,TNCheatham County,3,3
TN,Chester County,TNChester County,3,2
TN,Claiborne County,TNClaiborne County,3,3
TN,Clay County,TNClay County,3,3
TN,Cocke County,TNCocke County,3,3
TN,Coffee County,TNCoffee County,3,3
TN,Crockett County,TNCrockett County,3,1
TN,Cumberland County,TNCumberland County,3,3
TN,Davidson County,TNDavidson County,3,3
TN,Decatur County,TNDecatur County,3,2
TN,Dekalb County,TNDekalb County,3,3
TN,Dickson County,TNDickson County,3,3
TN,Dyer County,TNDyer County,3,1
TN,Fayette County,TNFayette County,3,2
TN,Fentress County,TNFentress County,3,3
TN,Franklin County,TNFranklin County,3,3
TN,Gibson County,TNGibson County,3,2
TN,Giles County,TNGiles County,3,3
TN,Grainger County,TNGrainger County,3,3
TN,Greene County,TNGreene County,3,3
TN,Grundy County,TNGrundy County,3,3
TN,Hamblen County,TNHamblen County,3,3
TN,Hamilton County,TNHamilton County,3,3
TN,Hancock County,TNHancock County,3,3
TN,Hardeman County,TNHardeman County,3,2
TN,Hardin County,TNHardin County,3,2
TN,Hawkins County,TNHawkins County,3,3
TN,Haywood County,TNHaywood County,3,1
TN,Henderson County,TNHenderson County,3,2
TN,Henry County,TNHenry County,3,2
TN,Hickman County,TNHickman County,3,3
TN,Houston County,TNHouston County,3,3
TN,Humphreys County,TNHumphreys County,3,2
TN,Jackson County,TNJackson County,3,3
TN,Jefferson County,TNJefferson County,3,3
TN,Johnson County,TNJohnson County,3,3
TN,Knox County,TNKnox County,3,3
TN,Lake County,TNLake County,3,1
TN,Lauderdale County,TNLauderdale County,3,1
TN,Lawrence County,TNLawrence County,3,3
TN,Lewis County,TNLewis County,3,3
TN,Lincoln County,TNLincoln County,3,3
TN,Loudon County,TNLoudon County,3,3
TN,Macon County,TNMacon County,3,3
TN,Madison County,TNMadison County,3,2
TN,Marion County,TNMarion County,3,3
TN,Marshall County,TNMarshall County,3,3
TN,Maury County,TNMaury County,3,3
TN,Mcminn County,TNMcminn County,3,3
TN,Mcnairy County,TNMcnairy County,3,2
TN,Meigs County,TNMeigs County,3,3
TN,Monroe County,TNMonroe County,3,3
TN,Montgomery County,TNMontgomery County,3,3
TN,Moore County,TNMoore County,3,3
TN,Morgan County,TNMorgan County,3,3
TN,Obion County,TNObion County,3,1
TN,Overton County,TNOverton County,3,3
TN,Perry County,TNPerry County,3,3
TN,Pickett County,TNPickett County,3,3
TN,Polk County,TNPolk County,3,3
TN,Putnam County,TNPutnam County,3,3
TN,Rhea County,TNRhea County,3,3
TN,Roane County,TNRoane County,3,3
TN,Robertson County,TNRobertson County,3,3
TN,Rutherford County,TNRutherford County,3,3
TN,Scott County,TNScott County,3,3
TN,Sequatchie County,TNSequatchie County,3,3
TN,Sevier County,TNSevier County,3,3
TN,Shelby County,TNShelby County,3,1
TN,Smith County,TNSmith County,3,3
TN,Stewart County,TNStewart County,3,3
TN,Sullivan County,TNSullivan County,3,3
TN,Sumner County,TNSumner County,3,3
TN,Tipton County,TNTipton County,3,1
TN,Trousdale County,TNTrousdale County,3,3
TN,Unicoi County,TNUnicoi County,3,3
TN,Union County,TNUnion County,3,3
TN,Van Buren County,TNVan Buren County,3,3
TN,Warren County,TNWarren County,3,3
TN,Washington County,TNWashington County,3,3
TN,Wayne County,TNWayne County,3,3
TN,Weakley County,TNWeakley County,3,1
TN,White County,TNWhite County,3,3
TN,Williamson County,TNWilliamson County,3,3
TN,Wilson County,TNWilson County,3,3
TX,Anderson County,TXAnderson County,3,3
TX,Andrews County,TXAndrews County,3,3
TX,Angelina County,TXAngelina County,3,3
TX,Aransas County,TXAransas County,1,3
TX,Archer County,TXArcher County,3,3
TX,Armstrong County,TXArmstrong County,3,3
TX,Atascosa County,TXAtascosa County,3,3
TX,Austin County,TXAustin County,2,3
TX,Bailey County,TXBailey County,3,3
TX,Bandera County,TXBandera County,3,3
TX,Bastrop County,TXBastrop County,3,3
TX,Baylor County,TXBaylor County,3,3
TX,Bee County,TXBee County,2,3
TX,Bell County,TXBell County,3,3
TX,Bexar County,TXBexar County,3,3
TX,Blanco County,TXBlanco County,3,3
TX,Borden County,TXBorden County,3,3
TX,Bosque County,TXBosque County,3,3
TX,Bowie County,TXBowie County,3,3
TX,Brazoria County,TXBrazoria County,1,3
TX,Brazos County,TXBrazos County,3,3
TX,Brewster County,TXBrewster County,3,3
TX,Briscoe County,TXBriscoe County,3,3
TX,Brooks County,TXBrooks County,2,3
TX,Brown County,TXBrown County,3,3
TX,Burleson County,TXBurleson County,3,3
TX,Burnet County,TXBurnet County,3,3
TX,Caldwell County,TXCaldwell County,3,3
TX,Calhoun County,TXCalhoun County,1,3
TX,Callahan County,TXCallahan County,3,3
TX,Cameron County,TXCameron County,1,3
TX,Camp County,TXCamp County,3,3
TX,Carson County,TXCarson County,3,3
TX,Cass County,TXCass County,3,3
TX,Castro County,TXCastro County,3,3
TX,Chambers County,TXChambers County,1,3
TX,Cherokee County,TXCherokee County,3,3
TX,Childress County,TXChildress County,3,3
TX,Clay County,TXClay County,3,3
TX,Cochran County,TXCochran County,3,3
TX,Coke County,TXCoke County,3,3
TX,Coleman County,TXColeman County,3,3
TX,Collin County,TXCollin County,3,3
TX,Collingsworth County,TXCollingsworth County,3,3
TX,Colorado County,TXColorado County,2,3
TX,Comal County,TXComal County,3,3
TX,Comanche County,TXComanche County,3,3
TX,Concho County,TXConcho County,3,3
TX,Cooke County,TXCooke County,3,3
TX,Coryell County,TXCoryell County,3,3
TX,Cottle County,TXCottle County,3,3
TX,Crane County,TXCrane County,3,3
TX,Crockett County,TXCrockett County,3,3
TX,Crosby County,TXCrosby County,3,3
TX,Culberson County,TXCulberson County,3,3
TX,Dallam County,TXDallam County,3,3
TX,Dallas County,TXDallas County,3,3
TX,Dawson County,TXDawson County,3,3
TX,Deaf Smith County,TXDeaf Smith County,3,3
TX,Delta County,TXDelta County,3,3
TX,Denton County,TXDenton County,3,3
TX,Dewitt County,TXDewitt County,2,3
TX,Dickens County,TXDickens County,3,3
TX,Dimmit County,TXDimmit County,3,3
TX,Donley County,TXDonley County,3,3
TX,Duval County,TXDuval County,2,3
TX,Eastland County,TXEastland County,3,3
TX,Ector County,TXEctor County,3,3
TX,Edwards County,TXEdwards County,3,3
TX,El Paso County,TXEl Paso County,3,3
TX,Ellis County,TXEllis County,3,3
TX,Erath County,TXErath County,3,3
TX,Falls County,TXFalls County,3,3
TX,Fannin County,TXFannin County,3,3
TX,Fayette County,TXFayette County,3,3
TX,Fisher County,TXFisher County,3,3
TX,Floyd County,TXFloyd County,3,3
TX,Foard County,TXFoard County,3,3
TX,Fort Bend County,TXFort Bend County,2,3
TX,Franklin County,TXFranklin County,3,3
TX,Freestone County,TXFreestone County,3,3
TX,Frio County,TXFrio County,3,3
TX,Gaines County,TXGaines County,3,3
TX,Galveston County,TXGalveston County,1,3
TX,Garza County,TXGarza County,3,3
TX,Gillespie County,TXGillespie County,3,3
TX,Glasscock County,TXGlasscock County,3,3
TX,Goliad County,TXGoliad County,2,3
TX,Gonzales County,TXGonzales County,3,3
TX,Gray County,TXGray County,3,3
TX,Grayson County,TXGrayson County,3,3
TX,Gregg County,TXGregg County,3,3
TX,Grimes County,TXGrimes County,2,3
TX,Guadalupe County,TXGuadalupe County,3,3
TX,Hale County,TXHale County,3,3
TX,Hall County,TXHall County,3,3
TX,Hamilton County,TXHamilton County,3,3
TX,Hansford County,TXHansford County,3,3
TX,Hardeman County,TXHardeman County,3,3
TX,Hardin County,TXHardin County,2,3
TX,Harris County,TXHarris County,1,3
TX,Harrison County,TXHarrison County,3,3
TX,Hartley County,TXHartley County,3,3
TX,Haskell County,TXHaskell County,3,3
TX,Hays County,TXHays County,3,3
TX,Hemphill County,TXHemphill County,3,3
TX,Henderson County,TXHenderson County,3,3
TX,Hidalgo County,TXHidalgo County,2,3
TX,Hill County,TXHill County,3,3
TX,Hockley County,TXHockley County,3,3
TX,Hood County,TXHood County,3,3
TX,Hopkins County,TXHopkins County,3,3
TX,Houston County,TXHouston County,3,3
TX,Howard County,TXHoward County,3,3
TX,Hudspeth County,TXHudspeth County,3,3
TX,Hunt County,TXHunt County,3,3
TX,Hutchinson County,TXHutchinson County,3,3
TX,Irion County,TXIrion County,3,3
TX,Jack County,TXJack County,3,3
TX,Jackson County,TXJackson County,2,3
TX,Jasper County,TXJasper County,2,3
TX,Jeff Davis County,TXJeff Davis County,3,3
TX,Jefferson County,TXJefferson County,1,3
TX,Jim Hogg County,TXJim Hogg County,2,3
TX,Jim Wells County,TXJim Wells County,2,3
TX,Johnson County,TXJohnson County,3,3
TX,Jones County,TXJones County,3,3
TX,Karnes County,TXKarnes County,2,3
TX,Kaufman County,TXKaufman County,3,3
TX,Kendall County,TXKendall County,3,3
TX,Kenedy County,TXKenedy County,1,3
TX,Kent County,TXKent County,3,3
TX,Kerr County,TXKerr County,3,3
TX,Kimble County,TXKimble County,3,3
TX,King County,TXKing County,3,3
TX,Kinney County,TXKinney County,3,3
TX,Kleberg County,TXKleberg County,1,3
TX,Knox County,TXKnox County,3,3
TX,La Salle County,TXLa Salle County,3,3
TX,Lamar County,TXLamar County,3,3
TX,Lamb County,TXLamb County,3,3
TX,Lampasas County,TXLampasas County,3,3
TX,Lavaca County,TXLavaca County,2,3
TX,Lee County,TXLee County,3,3
TX,Leon County,TXLeon County,3,3
TX,Liberty County,TXLiberty County,2,3
TX,Limestone County,TXLimestone County,3,3
TX,Lipscomb County,TXLipscomb County,3,3
TX,Live Oak County,TXLive Oak County,2,3
TX,Llano County,TXLlano County,3,3
TX,Loving County,TXLoving County,3,3
TX,Lubbock County,TXLubbock County,3,3
TX,Lynn County,TXLynn County,3,3
TX,Madison County,TXMadison County,3,3
TX,Marion County,TXMarion County,3,3
