StateCounty,TN Buildings,TN Contents,TN BI,HA Buildings,HA Contents,HA BI,WTS Buildings,WTS Contents,WTS BI,FL Buildings,FL Contents,FL BI,WF Buildings,WF Contents,WF BI
ORJosephine County,1.70888E-06,1.4881E-06,1.71994E-06,1.20917E-05,1.20917E-07,3.14384E-06,2.94522E-05,2.94522E-05,2.94522E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORKlamath County,1.11143E-06,8.77839E-07,1.06314E-06,3.7525E-05,3.7525E-07,9.7565E-06,2.81777E-05,2.81777E-05,2.81777E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORLake County,9.49208E-07,5.12448E-07,6.17464E-07,0.000132378,1.32378E-06,3.44184E-05,3.79546E-05,3.79546E-05,3.79546E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORLane County,8.30768E-07,6.33116E-07,7.57268E-07,1.33983E-05,1.33983E-07,3.48355E-06,3.16649E-05,3.16649E-05,3.16649E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORLincoln County,1.86893E-06,4.66319E-07,7.9887E-07,6.14223E-06,6.14223E-08,1.59698E-06,0.000236203,0.000236203,0.000236203,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORLinn County,1.03635E-06,9.14018E-07,1.05008E-06,2.47639E-05,2.47639E-07,6.43863E-06,1.66333E-05,1.66333E-05,1.66333E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORMalheur County,3.20846E-06,1.66394E-06,2.11835E-06,6.82936E-05,6.82936E-07,1.77563E-05,3.00418E-06,3.00418E-06,3.00418E-06,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORMarion County,1.38702E-06,1.19474E-06,1.39431E-06,2.28062E-05,2.28062E-07,5.92961E-06,1.26156E-05,1.26156E-05,1.26156E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORMorrow County,2.56271E-06,2.03845E-06,2.3554E-06,0.000676949,6.76949E-06,0.000176007,1.6728E-05,1.6728E-05,1.6728E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORMultnomah County,1.24638E-06,1.08997E-06,1.25067E-06,2.13673E-05,2.13673E-07,5.55551E-06,1.26389E-05,1.26389E-05,1.26389E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORPolk County,2.1214E-06,1.84887E-06,2.22268E-06,1.23268E-05,1.23268E-07,3.20496E-06,2.4237E-05,2.4237E-05,2.4237E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORSherman County,8.44849E-07,6.9637E-07,7.54975E-07,0.000125103,1.25103E-06,3.25268E-05,1.23884E-05,1.23884E-05,1.23884E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORTillamook County,2.38447E-06,2.16416E-06,2.4175E-06,7.79705E-06,7.79705E-08,2.02723E-06,0.000148602,0.000148602,0.000148602,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORUmatilla County,8.85878E-06,4.66596E-06,5.99809E-06,0.000257752,2.57752E-06,6.70156E-05,2.03754E-05,2.03754E-05,2.03754E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORUnion County,8.68402E-06,3.83205E-06,4.48792E-06,6.41896E-05,6.41896E-07,1.66893E-05,2.65842E-05,2.65842E-05,2.65842E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORWallowa County,6.76261E-06,3.83397E-06,4.53596E-06,2.6645E-05,2.6645E-07,6.9277E-06,2.28304E-05,2.28304E-05,2.28304E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORWasco County,1.01323E-06,8.67351E-07,9.98381E-07,6.82959E-05,6.82959E-07,1.77569E-05,1.4481E-05,1.4481E-05,1.4481E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORWashington County,2.17812E-06,1.87301E-06,2.15344E-06,1.19576E-05,1.19576E-07,3.10897E-06,7.75903E-06,7.75903E-06,7.75903E-06,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORWheeler County,1.18245E-06,9.12073E-07,1.06051E-06,0.000178771,1.78771E-06,4.64805E-05,3.49278E-05,3.49278E-05,3.49278E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
ORYamhill County,2.06608E-06,1.80008E-06,2.12166E-06,1.05751E-05,1.05751E-07,2.74952E-06,3.47103E-05,3.47103E-05,3.47103E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.48818E-05,1.48818E-05,1.48818E-05
PAAdams County,2.70632E-05,2.30502E-05,2.57814E-05,2.52862E-06,2.52862E-08,6.5744E-07,2.57956E-05,2.57956E-05,2.57956E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAAllegheny County,0.000114772,8.68621E-05,0.000101144,5.82846E-06,5.82846E-08,1.5154E-06,1.38664E-05,1.38664E-05,1.38664E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAArmstrong County,0.000385571,0.000299711,0.000341537,3.68052E-06,3.68052E-08,9.56935E-07,1.79879E-05,1.79879E-05,1.79879E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PABeaver County,0.000153239,0.000120822,0.000138021,7.90816E-06,7.90816E-08,2.05612E-06,1.1032E-05,1.1032E-05,1.1032E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PABedford County,3.31099E-05,2.69375E-05,3.05091E-05,1.14589E-05,1.14589E-07,2.97932E-06,2.47636E-05,2.47636E-05,2.47636E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PABerks County,4.57091E-05,3.75302E-05,4.22412E-05,7.43942E-07,7.43942E-09,1.93425E-07,2.29921E-05,2.29921E-05,2.29921E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PABlair County,7.29953E-05,5.95745E-05,6.70098E-05,6.51045E-06,6.51045E-08,1.69272E-06,2.56155E-05,2.56155E-05,2.56155E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PABradford County,8.86483E-05,7.38625E-05,8.3132E-05,9.83007E-06,9.83007E-08,2.55582E-06,3.0022E-05,3.0022E-05,3.0022E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PABucks County,3.94853E-05,2.95901E-05,3.36874E-05,1.42957E-06,1.42957E-08,3.71688E-07,2.05214E-05,2.05214E-05,2.05214E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAButler County,0.000433802,0.000328802,0.000377787,7.31981E-06,7.31981E-08,1.90315E-06,1.39312E-05,1.39312E-05,1.39312E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PACambria County,0.000117319,9.5332E-05,0.000108096,7.70832E-06,7.70832E-08,2.00416E-06,3.14799E-05,3.14799E-05,3.14799E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PACameron County,0.000161216,0.000131472,0.000147741,1.75291E-05,1.75291E-07,4.55757E-06,3.32002E-05,3.32002E-05,3.32002E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PACarbon County,4.05375E-05,3.36868E-05,3.77486E-05,9.95665E-07,9.95665E-09,2.58873E-07,3.41245E-05,3.41245E-05,3.41245E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PACentre County,7.15115E-05,5.96694E-05,6.64563E-05,5.97656E-06,5.97656E-08,1.55391E-06,3.02109E-05,3.02109E-05,3.02109E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAChester County,3.77778E-05,2.95461E-05,3.35076E-05,1.05139E-06,1.05139E-08,2.73363E-07,2.62809E-05,2.62809E-05,2.62809E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAClarion County,0.000626025,0.000494843,0.000566349,4.71141E-06,4.71141E-08,1.22497E-06,1.60986E-05,1.60986E-05,1.60986E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAClearfield County,0.000188709,0.000154137,0.000173017,8.92536E-06,8.92536E-08,2.32059E-06,3.35105E-05,3.35105E-05,3.35105E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAClinton County,9.34224E-05,7.7365E-05,8.62507E-05,1.17608E-05,1.17608E-07,3.05781E-06,3.1427E-05,3.1427E-05,3.1427E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAColumbia County,6.28573E-05,5.31565E-05,5.89296E-05,2.13245E-06,2.13245E-08,5.54437E-07,2.64772E-05,2.64772E-05,2.64772E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PACrawford County,0.000551915,0.000405187,0.000467882,1.58883E-05,1.58883E-07,4.13095E-06,2.25622E-05,2.25622E-05,2.25622E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PACumberland County,3.7016E-05,3.17776E-05,3.54898E-05,2.49411E-06,2.49411E-08,6.48468E-07,2.53912E-05,2.53912E-05,2.53912E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PADauphin County,5.25903E-05,4.53789E-05,5.04867E-05,9.30543E-07,9.30543E-09,2.41941E-07,2.53571E-05,2.53571E-05,2.53571E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PADelaware County,4.41743E-05,2.89729E-05,3.40136E-05,1.49104E-06,1.49104E-08,3.8767E-07,2.33573E-05,2.33573E-05,2.33573E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAElk County,0.000269832,0.000216719,0.000245607,1.53386E-05,1.53386E-07,3.98804E-06,2.77254E-05,2.77254E-05,2.77254E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAErie County,0.000430504,0.000210719,0.00025941,1.98094E-05,1.98094E-07,5.15044E-06,4.67645E-05,4.67645E-05,4.67645E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAFayette County,8.75637E-05,6.72064E-05,7.71818E-05,8.49023E-06,8.49023E-08,2.20746E-06,1.59678E-05,1.59678E-05,1.59678E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAForest County,0.000575571,0.000449425,0.000516478,9.42647E-06,9.42647E-08,2.45088E-06,2.5132E-05,2.5132E-05,2.5132E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAFranklin County,2.31031E-05,1.94826E-05,2.19535E-05,1.31824E-05,1.31824E-07,3.42743E-06,2.72417E-05,2.72417E-05,2.72417E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAFulton County,1.92092E-05,1.57952E-05,1.78458E-05,1.2964E-05,1.2964E-07,3.37065E-06,2.41066E-05,2.41066E-05,2.41066E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAGreene County,4.11289E-05,3.15725E-05,3.63075E-05,1.61481E-05,1.61481E-07,4.19851E-06,1.37122E-05,1.37122E-05,1.37122E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAHuntingdon County,4.23898E-05,3.51863E-05,3.95648E-05,8.1815E-06,8.1815E-08,2.12719E-06,2.90263E-05,2.90263E-05,2.90263E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAIndiana County,0.000227451,0.000181309,0.000206289,3.83739E-06,3.83739E-08,9.9772E-07,2.46518E-05,2.46518E-05,2.46518E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAJefferson County,0.000384832,0.000307394,0.000349839,4.37418E-06,4.37418E-08,1.13729E-06,2.04018E-05,2.04018E-05,2.04018E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAJuniata County,4.85688E-05,4.17535E-05,4.69834E-05,1.74589E-06,1.74589E-08,4.53932E-07,2.22758E-05,2.22758E-05,2.22758E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PALackawanna County,4.64206E-05,3.8924E-05,4.341E-05,3.89549E-06,3.89549E-08,1.01283E-06,3.36959E-05,3.36959E-05,3.36959E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PALancaster County,4.08106E-05,3.42856E-05,3.84029E-05,6.77161E-07,6.77161E-09,1.76062E-07,2.17844E-05,2.17844E-05,2.17844E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PALawrence County,0.000376571,0.00027743,0.000324651,8.23137E-06,8.23137E-08,2.14016E-06,1.08394E-05,1.08394E-05,1.08394E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PALebanon County,5.07767E-05,4.31762E-05,4.82454E-05,6.82354E-07,6.82354E-09,1.77412E-07,2.16867E-05,2.16867E-05,2.16867E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PALehigh County,3.92711E-05,3.18731E-05,3.6113E-05,1.26344E-06,1.26344E-08,3.28495E-07,2.11103E-05,2.11103E-05,2.11103E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PALuzerne County,4.93426E-05,4.15101E-05,4.61653E-05,3.12931E-06,3.12931E-08,8.1362E-07,3.36951E-05,3.36951E-05,3.36951E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PALycoming County,6.72496E-05,5.59571E-05,6.24806E-05,5.46833E-06,5.46833E-08,1.42177E-06,2.38082E-05,2.38082E-05,2.38082E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAMckean County,0.000226949,0.000182217,0.000208214,3.05735E-05,3.05735E-07,7.94911E-06,3.34452E-05,3.34452E-05,3.34452E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAMercer County,0.00060731,0.000453706,0.000507158,1.25049E-05,1.25049E-07,3.25128E-06,1.17466E-05,1.17466E-05,1.17466E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAMifflin County,4.45391E-05,3.74209E-05,4.17514E-05,2.91573E-06,2.91573E-08,7.58089E-07,2.86109E-05,2.86109E-05,2.86109E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAMonroe County,4.15947E-05,3.30687E-05,3.74923E-05,1.70022E-06,1.70022E-08,4.42056E-07,3.22625E-05,3.22625E-05,3.22625E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAMontgomery County,4.1617E-05,3.10134E-05,3.52797E-05,1.35034E-06,1.35034E-08,3.51088E-07,2.13744E-05,2.13744E-05,2.13744E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAMontour County,6.61749E-05,5.59003E-05,6.22393E-05,2.26645E-06,2.26645E-08,5.89277E-07,2.63188E-05,2.63188E-05,2.63188E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PANorthampton County,3.63591E-05,2.86896E-05,3.29619E-05,1.45472E-06,1.45472E-08,3.78227E-07,2.27086E-05,2.27086E-05,2.27086E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PANorthumberland County,6.70934E-05,5.68895E-05,6.32982E-05,1.91918E-06,1.91918E-08,4.98986E-07,3.01629E-05,3.01629E-05,3.01629E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAPerry County,4.97387E-05,4.24538E-05,4.76021E-05,1.79697E-06,1.79697E-08,4.67213E-07,2.57108E-05,2.57108E-05,2.57108E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAPhiladelphia County,4.89501E-05,3.44331E-05,4.10443E-05,1.54865E-06,1.54865E-08,4.0265E-07,1.43317E-05,1.43317E-05,1.43317E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAPike County,3.57608E-05,2.78639E-05,3.15871E-05,2.23911E-06,2.23911E-08,5.82169E-07,3.27833E-05,3.27833E-05,3.27833E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAPotter County,0.000156209,0.000127653,0.000144177,3.34541E-05,3.34541E-07,8.69806E-06,3.84218E-05,3.84218E-05,3.84218E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PASchuylkill County,5.26978E-05,4.51417E-05,4.99599E-05,8.6627E-07,8.6627E-09,2.2523E-07,2.8469E-05,2.8469E-05,2.8469E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PASnyder County,6.33387E-05,5.41325E-05,6.06855E-05,1.7665E-06,1.7665E-08,4.59289E-07,2.19586E-05,2.19586E-05,2.19586E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PASomerset County,8.84613E-05,7.03427E-05,8.04498E-05,9.67979E-06,9.67979E-08,2.51674E-06,2.83017E-05,2.83017E-05,2.83017E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PASullivan County,7.4779E-05,6.24861E-05,6.96048E-05,6.1011E-06,6.1011E-08,1.58629E-06,3.50762E-05,3.50762E-05,3.50762E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PASusquehanna County,7.2243E-05,5.87394E-05,6.66727E-05,6.90499E-06,6.90499E-08,1.7953E-06,3.67311E-05,3.67311E-05,3.67311E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PATioga County,0.000135417,0.000112319,0.000127051,2.41061E-05,2.41061E-07,6.26759E-06,3.08046E-05,3.08046E-05,3.08046E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAUnion County,6.4746E-05,5.52214E-05,6.18237E-05,2.01415E-06,2.01415E-08,5.23679E-07,2.13511E-05,2.13511E-05,2.13511E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAVenango County,0.000573893,0.000457105,0.000525649,8.27488E-06,8.27488E-08,2.15147E-06,1.77169E-05,1.77169E-05,1.77169E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAWarren County,0.0005181,0.000400673,0.000463313,1.388E-05,1.388E-07,3.60879E-06,2.97679E-05,2.97679E-05,2.97679E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAWashington County,6.22621E-05,4.76699E-05,5.45046E-05,8.16893E-06,8.16893E-08,2.12392E-06,1.2962E-05,1.2962E-05,1.2962E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAWayne County,5.92436E-05,4.73341E-05,5.36933E-05,4.92368E-06,4.92368E-08,1.28016E-06,3.66422E-05,3.66422E-05,3.66422E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAWestmoreland County,0.000144478,0.000109742,0.00012675,4.87726E-06,4.87726E-08,1.26809E-06,1.75318E-05,1.75318E-05,1.75318E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAWyoming County,6.09438E-05,5.02733E-05,5.65914E-05,5.71559E-06,5.71559E-08,1.48605E-06,3.23475E-05,3.23475E-05,3.23475E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
PAYork County,2.9089E-05,2.47213E-05,2.78528E-05,3.11181E-07,3.11181E-09,8.0907E-08,2.46018E-05,2.46018E-05,2.46018E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
RIBristol County,0,0,0,5.43271E-09,5.43271E-11,1.4125E-09,7.89251E-05,7.89251E-05,7.89251E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
RIKent County,7.03177E-06,5.88253E-06,6.59329E-06,6.84988E-09,6.84988E-11,1.78097E-09,5.40579E-05,5.40579E-05,5.40579E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
RINewport County,1.77119E-06,1.43968E-06,1.6332E-06,5.49589E-09,5.49589E-11,1.42893E-09,0.00012829,0.00012829,0.00012829,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
RIProvidence County,5.4887E-06,4.57555E-06,5.14233E-06,8.26758E-09,8.26758E-11,2.14957E-09,3.8707E-05,3.8707E-05,3.8707E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
RIWashington County,7.03177E-06,5.43666E-06,6.16461E-06,6.84942E-09,6.84942E-11,1.78085E-09,0.000179789,0.000179789,0.000179789,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCAbbeville County,3.87981E-05,3.29076E-05,3.73124E-05,1.36927E-05,1.36927E-07,3.5601E-06,8.31222E-05,8.31222E-05,8.31222E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCAiken County,5.08276E-05,4.33526E-05,4.91115E-05,5.74692E-06,5.74692E-08,1.4942E-06,8.91879E-05,8.91879E-05,8.91879E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCAllendale County,2.23444E-05,1.9253E-05,2.17175E-05,1.51776E-06,1.51776E-08,3.94617E-07,7.26232E-05,7.26232E-05,7.26232E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCAnderson County,3.71595E-05,3.1133E-05,3.5659E-05,1.58026E-05,1.58026E-07,4.10867E-06,6.01838E-05,6.01838E-05,6.01838E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCBamberg County,1.91972E-05,1.65229E-05,1.86454E-05,1.68289E-06,1.68289E-08,4.3755E-07,6.53022E-05,6.53022E-05,6.53022E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCBarnwell County,3.2952E-05,2.83617E-05,3.20049E-05,2.74763E-06,2.74763E-08,7.14384E-07,7.6439E-05,7.6439E-05,7.6439E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCBeaufort County,9.35786E-06,7.94366E-06,8.91806E-06,9.99266E-07,9.99266E-09,2.59809E-07,7.99753E-05,7.99753E-05,7.99753E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCBerkeley County,1.16357E-05,9.9876E-06,1.13573E-05,3.02957E-06,3.02957E-08,7.87688E-07,0.000126665,0.000126665,0.000126665,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCCalhoun County,2.85715E-05,2.42264E-05,2.74841E-05,3.27656E-06,3.27656E-08,8.51907E-07,9.80248E-05,9.80248E-05,9.80248E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCCharleston County,9.40503E-06,7.86E-06,8.85844E-06,2.0229E-06,2.0229E-08,5.25953E-07,0.000109367,0.000109367,0.000109367,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCCherokee County,4.97978E-05,4.09692E-05,4.63424E-05,3.2983E-05,3.2983E-07,8.57558E-06,5.90262E-05,5.90262E-05,5.90262E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCChester County,7.07516E-05,6.00922E-05,6.87741E-05,3.21976E-05,3.21976E-07,8.37137E-06,6.94938E-05,6.94938E-05,6.94938E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCChesterfield County,5.40176E-05,4.60256E-05,5.23607E-05,3.31011E-05,3.31011E-07,8.60627E-06,0.000114178,0.000114178,0.000114178,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCClarendon County,2.32183E-05,1.96689E-05,2.22485E-05,5.78281E-06,5.78281E-08,1.50353E-06,6.34367E-05,6.34367E-05,6.34367E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCColleton County,1.2625E-05,1.09193E-05,1.22516E-05,1.14764E-06,1.14764E-08,2.98386E-07,0.000126793,0.000126793,0.000126793,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCDarlington County,4.87215E-05,4.13409E-05,4.72265E-05,2.64258E-05,2.64258E-07,6.8707E-06,0.00011532,0.00011532,0.00011532,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCDillon County,7.02684E-05,5.92606E-05,6.72394E-05,3.06824E-05,3.06824E-07,7.97741E-06,9.21287E-05,9.21287E-05,9.21287E-05,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
SCDorchester County,1.26409E-05,1.09012E-05,1.23754E-05,1.96217E-06,1.96217E-08,5.10164E-07,0.000122423,0.000122423,0.000122423,6.3689E-05,6.3689E-05,6.3689E-05,1.22753E-05,1.22753E-05,1.22753E-05
