Operator,Mapped TLO Group
Equatorial Guinea Air Force,G
Ernest Angley Ministries,G
Erste Bank,G
ESS Rossii,G
Estar Avia,G
Estonian Air Force,G
ESYaTK OAO,G
Ethiopian Air Force,G
Euro-Asia Air,G
Eurojet FZCO,G
Everett Air LLC,G
Evergreen Aircraft Sales & Leasing Co,G
Evergreen Maintenance Center,G
Evergreen Trade Inc,G
Executive Air Services Inc,G
Executive Aircraft Services Inc (AZ),G
Executive Jet Aviation (Cayman Islands),G
Executive Jet Services,G
Express airlines,G
Express Camel Aviation,G
Express One International,G
Ezen Aviation,G
FAA/US DoT,G
Fab Airlines,G
FABCO Equipment Inc,G
Facts Air,G
Falcon OOO,G
Faso Airways,G
Fastjet Air Four Ltd,G
Fayaka Airways LLC,G
Federal Agency for Management of State Property,G
Feniks Airlines,G
Ferreteria & Implementos San Francisco,G
Finance Leasing Company,G
Financial Advisory Group,G
Financial Advisory Group Corp,G
Finavion Ltd,G
Finzayder OOO,G
First Class Air Supports Inc,G
Fleet Capital Leasing,G
Flight Air Company,G
Flight Express,G
Flightstar Aircraft Services,G
FLIP No 176 Co Ltd,G
FLIP No 178 Co Ltd,G
Fluffy CAQ,G
Fly Air Africa Aviation,G
Fly Caminter,G
Fly Excellent,G
Fly Kiss,G
Fly Lineas Aereas,G
Fly National Air,G
Fly Oya International,G
Fly Sky Airline,G
Fly Sky Airline (Kyrgyzstan),G
Flying Dandy,G
Fortis Pacific Services,G
Fortran Aviation Pte Ltd,G
Forty Eight Aviation,G
Frameair,G
Freedom Two,G
Freeman Leasing LLC,G
French bee,G
FSB - Federal Security Service,G
Fugro Aviation Canada,G
FUND MGPiS NO,G
Gabon Airlines Cargo,G
Galaxy Air,G
Galex Guinee Air,G
Galiros s.r.o.,G
Gambia Airways,G
Gambia New Millenium Air,G
Garinco Airways,G
Gateway Export Aviation,G
Gazprom Dobycha Astrakhan,G
Gaztekhnoeksport,G
GEASA,G
Geasa Air Cargo,G
Geleon Trade Ltd,G
Geliks,G
Gemini Leasing Inc,G
General Electric Co (OH),G
General Service Administration (GSA),G
Genesis Aircraft Parts Inc,G
Genghis Khan Airlines,G
GeoAir Group LLC,G
Geodynamica Centre Jsc,G
George T Baker Aviation School,G
Georgian Land Forces,G
Geos Aero OAO,G
GFT-Inzhiniring OOO,G
Ghana Airways (1),G
GJD Services Ltd,G
GKA-Avia,G
Global Aero Investments Inc,G
Global Aviation Leasing Inc,G
Global Georgian Airways,G
Global Peace Initiative Inc,G
Global SuperTanker Services,G
Gloria Airways,G
GM (General Mediteranean) Airlines,G
Golden City,G
Goldman Sachs Credit LLC,G
Goliaf Air,G
Google LLC,G
Gorlitsa Airlines,G
Gos. NII GA,G
Government of Afghanistan,G
Government of Bauchi State of Nigeria,G
Government of Brazil,G
Government of Burkina Faso,G
Government of Cambodia,G
Government of Congo,G
Government of Equatorial Guinea,G
Government of Georgia,G
Government of Kazakhstan,G
Government of Kyrgyzstan,G
Government of Laos,G
Government of Libya,G
Government of Moldova,G
Government of North Korea,G
Government of Senegal,G
Government of Slovakia,G
Government of Sudan,G
Government of Syria,G
Government of Tajikistan,G
Government of Tajikstan,G
Government of the State of West Bengal,G
Government of Tonga,G
Government of Turkey,G
GPA ATR II Inc,G
Grade OOO,G
Grand Air,G
Grand Comoros,G
Grand Holdings Inc,G
Great Lakes Business Co,G
Great Southwest Aviation Inc,G
Greenwich Highland Aviation,G
Grixona Air,G
Grupo Sociedad Ecuatoguineana de Espana,G
GSGA AON Air,G
GTRA Airways,G
Guatemalan Air Force,G
Guinee Paramount Airlines,G
Gulf Falcon Group,G
Gustavo Briceno,G
GVG Airlines,G
H & T Airways Inc,G
H A D Jet Cargo,G
HA Airlines,G
Haajara Airline,G
Hamilton Aerospace Technologies Inc,G
Hangard Airlines,G
HDP Trade Ltd,G
Heavylift Congo,G
Heli Air Services,G
Helitours,G
Hendrick Motorsports LLC,G
Himalaya Airlines,G
HK Aircraft Sub11 Co Ltd,G
HMS Airways,G
Holland Investment Group Ltd,G
Hong Kong Air Cargo,G
Hongkong Jet,G
Hongyuan Group Co Ltd,G
HSC Leasing Co Ltd,G
HSL Co,G
HUK Hungarian Ukrainian Airlines,G
Hunair Hungarian Airlines,G
Hunan Airline,G
Ibrahim Mohammad Ghouli,G
Icelandic Aircraft Management Ltd.,G
Icelease,G
IconAir,G
IDG Cayman II Ltd,G
IDG Ltd,G
IDM Aviation Services-F LLC,G
IDM Corporate Aviation Services LLC,G
IFaero AK ZAO,G
Ikar (Magadan),G
Ilandorstroy Jsc,G
Ilavia,G
Ilyich-avia,G
IMAIR Airline,G
ImperialJet,G
Indexline Limited,G
Inflight Marketing Systems Inc,G
Insolite Travel Fly,G
Intektrans OOO,G
Inter (Colombia),G
Interair Lease LLC,G
InterAmi Ltd,G
Interflight,G
International Air Services,G
International Aircraft Consulting Inc,G
International Aircraft Leasing Inc,G
International Airline Investors Limited,G
International Pacific Trading,G
InterStar Aviation A V V,G
Inversia Air,G
Investec Global Aircraft Fund,G
Investment Capital Xchange Inc,G
InvestProektLimited,G
ION Tiriac Air,G
Iranian Police Aviation,G
Iranian Revolutionary Guard,G
Iraqi Air Force,G
Iris Air,G
Irkutsk Aircraft Plant,G
IrMa Air Service,G
IRS Aero,G
ITL-LLC,G
Ivoirienne de Transports Aeriens,G
Ivory Coast Air Force,G
J P Bemba,G
J&L Aircraft Leasing Co Ltd,G
J.R.S Aviation Inc,G
Jags Aviation Ltd,G
Janco Aircraft & Engines,G
Japan Civil Aviation Bureau,G
Japan Coast Guard,G
Japan Maritime Self-Defense Force,G
Jerry Conway,G
Jet 2000,G
Jet Aircraft Leasing A.V.V.,G
Jet Airlines,G
Jet Aviation Business Jets,G
Jet Aviation Flight Services Inc,G
Jet Connections Ltd,G
Jet Develop Limited,G
Jet Line International,G
Jet Line International Ltd,G
Jet Ukraynia,G
Jetair Group,G
JetAlliance East,G
Jetmark Leasing LLC,G
JetSMART Argentina,G
JetSMART Chile,G
Jetstar Aircraft Sales,G
Jetstar Hong Kong,G
"JFTCO, Inc",G
JLT WP Aircraft Co LLC,G
JODA LLC,G
Jordan Sky Aviation,G
Jordanian Special Operations Command,G
Joseph Kabila,G
Joss Aviation,G
Juba Air Cargo,G
KAB Holding Co,G
Kabi International,G
Kabul Air,G
Kalitta Equipment LLC,G
Kan-Avtovaz,G
Kando Jet LLC,G
Karibu Airways,G
KAS Air Company,G
Kata Transportation Company,G
Katrol Aviation,G
Kaycee Aerospace,G
Kaz Air Trans,G
Kaz TransAir,G
KazAir West,G
Kazakhmys Plc,G
Kazakhstan Air Force,G
Kazakhstan Border Guards,G
Kazakhstan Ministry of Defence,G
Kazaviaspas,G
Kazzinc Jsc,G
KB Centrtekhnologiya LLC,G
KCP Leasing & Services LLC,G
Keldenn Air LLC,G
Kenya Air Force,G
Keramist,G
Kerch Airport,G
Khabarovsk Regional Government,G
Khaled Eltoukhy & Abdelbaki Mohamed,G
Khanty-Mansi Autonomous District,G
KhGAPP,G
Kings Airlines,G
KMPO - Kazan Motors Production Association,G
KNAAPO,G
KNAAPO-Flying Division,G
KNG Transavia,G
Knight Air,G
Knight Aviation,G
Kokshetau Airlines,G
Komplektimpex,G
Konair US LLC,G
Korean People's Army Air Force,G
Koryakavia,G
Kosmas Air,G
Kosmos NPO OOO,G
Kotlas Airlines,G
Kotraks OOO,G
Krasnoyarsk LLC,G
Krechet,G
KRET,G
Kroonk Air Agency,G
KRYM,G
Kuwait Air Force,G
Kuzbass Skydiving Center,G
KVZ - Kazansky vertoletny zavod,G
Kyrgyz Air Force,G
Kyrgyz Airways (1),G
Kyzyl Orda Air,G
La Nationale,G
Landsflug ehf,G
Langdon Asset Management,G
Lankan Cargo,G
Lao Peoples Liberation Army Air Force,G
Lao Skyway,G
Las Americas Cargo,G
Lasare Air,G
LATAM Airlines Group,G
Latin Lease Ltd,G
Layale Enterprises,G
Layang-Layang Aerospace,G
Lease Corporation International,G
Lee County Mosquito Control Dist,G
Let's Fly,G
Level at 410 Aviation Services Inc,G
Libo Air Cargo,G
Libyan Air Force,G
Libyan Arab Republic Air Force,G
Libyan Blue Bird Aviation,G
Libyan DCA,G
Libyan Police,G
Lina Congo,G
Lionel Air,G
Lipetsk Avia,G
Lithuanian Air Force,G
Liwa Air,G
Lizing-Motors ZAO,G
LJH Aviation Management Services Corp,G
Lockheed Martin,G
Look San Chee,G
Lugansk Airlines,G
Lukiaviatrans,G
Luxaviation Belgium,G
Lyca Cargo,G
Lyra Enterprise,G
Maandeeq Air,G
Mach Aero International Corp,G
Magas,G
Majestic Air Cargo,G
Mak Air,G
Malaga Air,G
Malibu Consulting Corp,G
Malibu Consulting Ltd,G
Malift Air,G
Malta Air,G
Manas Airways,G
Mango Mat,G
Mani Air Fret,G
Mano River Airlines,G
Mantuba Executive Jet,G
MAP Aviakor-Samara,G
MAP Kumertau APO,G
MAP LII Zhukovski,G
MAP Moscow APO,G
Maranatha Leasing Corp,G
Marios Ramirez,G
Maritime Air Ltd,G
Markz Jet Ltd,G
Mars Avia,G
Mashleasing OOO,G
Massawa Airways,G
Matthew Overton,G
Mauritanian Air Force,G
MAVIAL - Magadan Airlines,G
Maximus Airlines,G
MAYAir,G
MAZ Aviation,G
MBI Aviation,G
MChS Azerbaijan,G
MChS Kazakhstan,G
McKinley Air Inc,G
MD Skydive,G
Medair,G
Mega Aero,G
Mega Lodis OOO,G
Mekong Air International,G
Mercury Aviation,G
Mercury Aviation Corp (Delaware),G
Mercury Holding Group Jsc,G
Meridian,G
Metalika AB Ltd,G
Meteo France,G
Mexican National Guard,G
Mexican Navy,G
MFP Aeronautics Inc,G
Miapet Avia,G
Midwest Aircraft Appraisals LLC,G
Miniliner Malta,G
Minnwest Bank Metro,G
Minsk Aircraft Repair Plant,G
MIR Scientific Industrial Enterprise,G
Mirage Aviation Ltd,G
Miras Air,G
Miravia,G
Mitsubishi,G
Mitsui & Co,G
Mizar 20622 LLC,G
Mizar 20624 LLC,G
Mizar 20626 LLC,G
Mogilevavia,G
Moldovan Air Force,G
Mombasa Air Safari,G
Mongolian Air Force,G
Moskovskie AL ZAO,G
Mosphil Aero,G
Mostobud,G
MP Aviation LLC,G
Mr Mareshki,G
MRK Airlines,G
MRP Leningrad,G
MRSK Sibiri OAO,G
MSP Recovery Aviation LLC,G
Mudan Airlines,G
Murmansk Aviation Company,G
Myachkovo Air Services,G
N G K Holdings,G
N&R Empreendimentos E Participacoes Ltda,G
N878 Holdings LLC,G
Nader Omar Al-Bazz Trading Estate,G
Namibian Air Force,G
NAP Kaj,G
Nat. Security Committee of the Rep. of Kazakhstan,G
Natalco Airlines,G
National Airways Cameroon,G
National Guard of the Republic of Kazakhstan,G
National Reserve Bank,G
National Test Pilot School,G
National Test Pilots School,G
National Test Pilots School (South Africa),G
Navigator Airlines,G
Nelstream LTD,G
Nepal Army Air Wing,G
New Financial Aviation Company OOO,G
New Horizons Assets Management Corp,G
New Jatayu Air,G
Nexgen Aviation Capital,G
Nicaraguan Air Force,G
Nichiro Limited,G
Nimbus AK,G
Nion LLC,G
Noor Air Company,G
North-West Air Company,G
Northeast Bolivian Airlines,G
Northern Pacific Airways,G
Novatek OAO,G
Novgorodavia,G
Novolipetskiy MK OAO,G
Novosibirsk Avia,G
NPO Saturn,G
Nyanbiting Aviation,G
O A Bashkirov,G
OAO Girna,G
Odessa Airlines,G
Oil Trans Avia,G
Oiland LLC,G
OM Aviation Services Inc,G
Omsk Airlines,G
Onix Trade Corp,G
OOO Finansbiznesgrupp,G
OOO Russian Arctic,G
Optimum Aviation,G
Orel Air Enterprise,G
Orel TsAVS OOO,G
Orion Cargo,G
Orsha Air,G
OS Three LLC,G
OS Two LLC,G
Osh Avia,G
OTT Airlines,G
Overseas Cargo,G
Oversized Cargo Specialists Inc,G
Pac Jet Acquisitions II LLC,G
Pacific Aerospace Resources & Technologies LLC,G
Pacific Air Express,G
Pacific AirCorp 21851 Inc,G
Pacific East Asia Cargo Airlines,G
Palace Air,G
Pallas Aviation,G
Palm Aire Holdings Inc,G
Pan Havacilik,G
Pantheon Airways,G
Parabola OOO,G
Parusahan Armada Niaga Nationale,G
Patriot Air Ltd,G
Paxair LLC,G
Paxson Communication Management Co,G
PD Air Operation,G
Peach,G
Pegasus Capital Corporation,G
Perpetual Motion Inc,G
Peruvian Army,G
Peruvian National Police,G
Petchabun Airlines,G
Petroecuador - Unidad de Aviacion,G
Pharaoh Airlines,G
Philippines AirAsia (1),G
Phoenix Aer Capital LLC,G
Phoenix Aircraft Leasing Inc,G
Pioneer Regional Airlines,G
PK Airfinance SARL,G
PLAGF - People's Liberation Army Ground Force,G
PLANAF - Peoples Liberation Army Naval Air Force,G
Planar,G
Platinum Air Linhas Aereas,G
PNAC Cargo,G
PNC Equipment Finance LLC (ID),G
Podillia Avia,G
Polartrans OOO,G
Polish Border Guard,G
Polish Naval Air Arm,G
Polston Equipment Leasing LLC,G
Polympus,G
Polyot Aerospace Association,G
Preferred Airparts LLC,G
Premier Avia,G
Premium Air Shuttle,G
Prescott,G
President Airlines,G
Presidential Fleet EQG,G
Primair,G
Principal Aviation Ltd,G
Privatbank,G
Privilege Jet Airlines,G
Promodal Transportes Aereos,G
PromStroyInvest OOO,G
PSK Stroitel Astrakhani,G
Qantas Foundation Memorial Ltd,G
Quiet Skies Inc,G
RaceAir LLC,G
Rada Airlines,G
Raduga-1 OOO,G
RAK Leasing LLC,G
Rak Link Airways,G
Raul Helicopters,G
Raytheon Corp,G
RD Aviation LLC,G
REAL Tonga,G
Real Treyd OOO,G
Rearden Logic Inc,G
Red Star,G
Region Avia,G
RegionAvia - Servis Plus,G
Renan,G
Republic Flight Lines SRL,G
Republic of Benin,G
Residential Construction Industries Group Ltd,G
Respublika Sakha,G
Rhoades Aviation,G
Ribway Cargo Airlines,G
Rice Aviation Group LLC,G
Ridge Airways,G
Riga Aeroclub,G
Rimos Ltd,G
RJM Aviation,G
RK Lizing OOO,G
Roberto Rossi,G
Robinson Air Crane LLC,G
Rodina,G
Romanian Air Force,G
Roque Nublo Leasing Ltd,G
RosAero Jsc,G
Rosboronexport,G
Roscosmos,G
Rose Air,G
Rosen Avia,G
Rosgvardia,G
Roshydromet,G
Rosneft Baltika,G
Rosnek OOO,G
Rossair,G
Rossair Contracts (Pty) Ltd,G
Rossiya Special Flight Detachment,G
RostAvia,G
ROSTO - DOSAAF,G
Rosto Airclub,G
Rotor Trade Inc,G
Roush Air LLC,G
Roush Management LLC,G
Royal Air,G
Royal Airlines,G
Royal Cambodian Air Force,G
Royal Jordanian Air Force,G
Royal Saudi Air Force,G
Royal Saudi Medical Services,G
Royal Thai Navy,G
RP Aviation Inc,G
RPB-Lizing OOO,G
Rsk MIG,G
Ruftberg LLC,G
Russair JSC,G
Russian Federal Border Guard,G
Russian Federal Customs Service,G
Russian Parachute Research Institute,G
Russian Tax Service - FGUP Inzhtehtsentr,G
Ruwenzori Airways,G
Ryazanaviatrans,G
Ryehul Plus OOO,G
RYM Airlines,G
S P Domashenko,G
Saacid Airlines,G
SAAK-GEM Air Company,G
SAEP,G
Safari Airlines,G
Sakha Aviation School Center,G
Salaam Aviation,G
Salvadoran Air Force,G
Samara Regional Government,G
Samarkand Airways,G
San Air General Trading Co,G
San Effekt OOO,G
Sapsan Airlines,G
SAT Airlines (Kazakhstan),G
Satair,G
Saudia Special Flight Services,G
Sayakhat,G
Sayat Air,G
SBD Aircraft Services Inc,G
SBD Aircraft Services LLC,G
Scaled Composites LLC,G
Schlossinger Drilling Ltd,G
Scroggins Aviation inc,G
Seba Airlines,G
Security Pacific Corp,G
Sember Aviation AG,G
Sepahan Airlines,G
Serbia & Montenegro Air Force,G
Serbian Air Force,G
Sevastopol Avia (1),G
Sever Aviakompania,G
Shaanxi,G
Shane Robinson,G
Shans Air Company,G
Shar ink,G
Shared Services Aviation,G
Shazin Trading,G
Sheikh M Edress,G
Sheremetyevo Institute of Civil Aviation,G
Shovkoviy Shlyah,G
Siberian Light Aviation - SILA,G
Sichuan Tri-Star General Aviation Co,G
Sierra Aircraft Leasing LLC,G
Sierra American Corp,G
Sikorsky (PZL-Mielec),G
Silver Sky,G
Sishen Iron Ore Co,G
Sistema (Russia),G
Siviera Invest Ltd,G
SJSHC Artem,G
SKA Air & Logistics (Uganda),G
Skane Aviation Group,G
SKOL Aircompany,G
Sky Aviation (UAE),G
Sky City,G
Sky Guinee Airlines,G
Sky Jet,G
Sky Star Express,G
Sky Test,G
Sky Way Air,G
Sky Wind,G
Skydive Margarita,G
Skydive Margirita,G
Skydive Venezuela,G
Skyjet Uganda,G
Skyline Air Ltd,G
Skypower Express Airways,G
Skystar Airways,G
Skytrade International Enterprises Inc,G
Skytruck Co LLC,G
SkyWay Enterprises,G
Skyways Aviation A V V,G
Slok Air International (Gambia),G
Slovak Air Force,G
Smart Avializing OOO,G
Smatsa Ltd,G
SN Air Congo,G
Sococi Airways,G
Soft Trans Air,G
SOGERMA,G
SOM Express Airways,G
Sound Corp,G
South-East European Airlines,G
South Airlines Ltd,G
South Stone Airlines,G
South Sudan Air Force and Air Defense,G
South West Aviation (South Sudan),G
Southeast Airlines,G
Southern International Airlines,G
Southern Sky Airlines,G
Southwest Sports Aviation LLC,G
SP Evrotryed OOO,G
Space World International Airlines,G
Spectrem Air Ltd,G
Spectrum Aerospace USA LLC,G
Spring Airlines Japan,G
Sri Lankan Air Force,G
SriLankan Cargo,G
Star Aviation Services,G
Star Choice Trading 106 (Pty) Ltd,G
StarJet.com,G
Starlink Aviation,G
StarLux,G
State Air Company Berkut,G
Stela Aviation Commercial Enterprises,G
Stevens Express Leasing Inc,G
STP Airways,G
Stratosphere Inc,G
Strekoza OOO,G
String Ltd,G
Styron Trading Incorporation,G
Su Airlines,G
Sudan Police Air Wing,G
Sudanese States Aviation,G
Sukhoi Design Bureau,G
Sultra Air,G
Sumy Frunze NPO,G
Sun Air Charter,G
Sun Air Services,G
Sun Way,G
Suncor Energy Oil Sands Ltd,G
Sunlight Airlines,G
Sunworld International Airlines,G
Superjet International,G
Supreme Aviation,G
Swala Aviation,G
Swazi Airways,G
TAECA Cargo,G
TAESA,G
Tag Air Inc,G
TAIF OAO,G
Tajikistan Air Force,G
Tajikstan Air Force,G
Tajikstan Government,G
Tamara Aviation Niger,G
Tambov Avia,G
Tanzanian Peoples Defence Force,G
Tassili Airlines,G
Tatarstan Flights A V V,G
TCB,G
Tehhazkomplekt Ltd,G
Tehnoer FZC,G
Teide Leasing Ltd,G
Tekhnolizing ZAO,G
Teli-Net,G
Tenex-Service ZAO,G
Tep Avia,G
Test Flying Academy of South Africa (TFASA),G
Thai Eastar Jet,G
Thai Global Airline,G
The Bank of New York Mellon,G
The Leading Edge Group LLC,G
The O Corporation,G
Theia Aviation LLC,G
Third Platinum Aircraft Acquisition Inc,G
Thomas M Vaughan,G
Tigerair Taiwan,G
Tigris Air,G
TOB SkyAviaTrans,G
Tolaz Aviation Group,G
TOO Gamma,G
Tor Air Aviation,G
Toucan Aviation,G
TP Leasing (Cayman) Ltd,G
Tracep Congo Aviation,G
TRACO - Transports Aeriens Congolais,G
Trade Links Aviation,G
Tradecraft Air Nigeria,G
Tramon Air,G
Tran Sky Airlines,G
Trans Arabian Air Transport,G
Trans Aviation Global Group Inc,G
Trans Kasai Air,G
Trans Sahara Air,G
Trans World Airways,G
Transaer Peru,G
Transafrica Airlines,G
Transamerican Inc,G
TransAtlantic Airlines,G
Transatlantic International Airlines,G
Transbrasil,G
Transcontinental Asset Management Inc,G
TransGlobal Airways,G
Translankan Airlines,G
Transliz Aviation,G
Transportation Partners,G
Transtate Airlines Pty Ltd,G
Trast Aero Atlantic,G
Tri-Star 1 Enterprises Ltd,G
Triangle Aviation Solutions,G
Trident Aviation Services LLC,G
Trilan I Inc,G
Tristar Capital (Nevada) LLC,G
Tritan I Inc,G
Triumph Airways Ltd,G
Tropical Air Trading Co,G
True Aviation,G
TSOU - Ukraine,G
Tuckahoe LLC,G
TUI Aketiengesellschaft,G
Tulpar Air Service,G
Turbine Motor Works Ltd,G
TurboArmkom OOO,G
Turbot Air Cargo,G
Turkmenistan Air Force,G
Turkmenistan Border Guard,G
Turpial Airlines,G
Tuva Airlines,G
Tuva Government,G
UAC (Beriev),G
UAC (Sukhoi),G
UAC (Tupolev),G
UAC (Yakovlev),G
UAL 1995-A JETS Portfolio,G
UAL 1995-B JETS Portfolio,G
UES-Avia,G
Uganda Air Cargo,G
UK International Airlines,G
Ukragroavia,G
Ukraine Air Enterprise,G
Ukraine Central Aero Club,G
Ukraine Flight State Academy,G
Ukraine Ministry of Emergency Situations,G
Ukraine Ministry of Interior,G
Ukraine National Airlines,G
Ukrainian Border Guard,G
Ukrainian Center of Innovations & Patent Services,G
Ukrainian Navy,G
Ukrainian Pilot School,G
Ukrainian State Air Traffic Service Enterprise,G
Ukroboronprom,G
Ukrtranslizynh-Ukrtransleasing,G
Uktus Avia-Company,G
Ultimate Air,G
Ultra Air,G
UMPO - Ufa Motors Production Association,G
Unconfirmed African Airline,G
Unconfirmed Angolan Airline,G
Unconfirmed Belorussian Airline,G
Unconfirmed Central African Republic Airline,G
Unconfirmed Chinese Lessor,G
Unconfirmed Congo Brazzaville Airline,G
Unconfirmed Democratic Republic of Congo Airline,G
Unconfirmed Ghanaian Airline,G
Unconfirmed Guatemalan Airline,G
Unconfirmed Kyrgyzstan Company,G
Unconfirmed Nigerian Airline,G
Unconfirmed Peruvian Airline,G
Unconfirmed Rwandan Airline,G
Unconfirmed South Sudan Airline,G
Unconfirmed Sudanese Airline,G
Undisclosed Armenian Operator,G
Undisclosed Central African Republic Operator,G
Undisclosed Gambia Operator,G
Undisclosed Libyan Operator,G
Undisclosed US Operator,G
Unimilk OJSC,G
Union 20 Leasing Ltd,G
United Arabian Airlines,G
United International Airlines,G
Unitemp M,G
Universal Turbine Center,G
Uralsib LK,G
USDA - Forest Service Fire & Aviation,G
Uzbekistan Air Force,G
Uzbekistan Express,G
V-Berd Avia,G
V I Panchenko,G
V L Solovyov,G
Vainakhavia,G
Valan International Cargo (South Africa),G
Vale Mozambique,G
Vanilla Air,G
VARZ-400,G
VASO - Voronezh Aviation Production Association,G
Vega Avia,G
Vega Aviation Company,G
Venezuelan Army Aviation,G
Venezuelan National Guard,G
Versia LLC,G
Veteran Airlines,G
Victor Troschenkov,G
Victory Aviation,G
Vietnamese Peoples Air Force,G
VIP Avia,G
VIP Holdings Group LLC,G
Vjekoslav Mihajlovic,G
Vladimir Regional Government,G
VLM Airlines Slovenia,G
Vnukovo Airlines,G
Volga Atlantic Aviation,G
Volga Avia,G
Volgatehsnab OOO,G
Vologda Air Enterprise,G
Voronezh ASO (VASO Airlines),G
Voronezh ASO Leasing,G
Voronezhavia,G
Vostok Airlines,G
Vostotsnaya Neftyanaya Kompaniya,G
Vulcan Inc,G
Vulkan Air,G
VVOSS,G
Vyborg (1),G
Vzlet,G
Wahoo Aviation I LLC,G
Weasua Air Transport Co,G
West Capital LLP,G
West Coast Airways,G
West Dover LLC,G
Westair Cargo Airlines,G
Westcan International Airlines,G
Westwind Aviation,G
White Spot Aviation FZC,G
William N Grantham,G
Wings 4 Sky Group SIA,G
Wistair International,G
World Airway,G
Worldwide Aircraft Services Inc,G
Xena LLC,G
Xian Aircraft Company,G
XYREC Inc,G
Yas Air,G
Yavson,G
Yer-Avia,G
Yermolino Airlines,G
Yoshkar-Ola Air Enterprise,G
Yunnan Yingan Airline,G
Yuzhmashavia,G
Yuzhnaya Aircompany,G
Zambian Air Force,G
Zara Airways,G
Zengeneh Aeronautics Consulting Inc,G
Zhetysu Aviakompania,G
ZhezAir,G
Zhongfei General Aviation Company,G
Zilla Consulting Inc,G
ZIPAIR Tokyo,G
Zory Air Company,G
