SIC,Sector_Desc,InternationalIndustry,SICClass,Directors & Officers (D&O),Any One Claim (AOC),Employer Practice Liability (EPL),Corporate Legal Liability (CLL),Crime,Pension Trustee Liability (PTL)
1629,CONSTRUCTION,Construction & Engineering,"HEAVY CONSTRUCTION, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1700,CONSTRUCTION,Construction & Engineering,SINGLE-FAMILY HOUSING CONSTRUCTION,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1711,CONSTRUCTION,Construction & Engineering,"PLUMBING, HEATING, AIRCONDITIONING",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1721,CONSTRUCTION,Construction & Engineering,PAINTING AND PAPER HANGING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1731,CONSTRUCTION,Construction & Engineering,ELECTRICAL WORK,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1741,CONSTRUCTION,Construction & Engineering,MASONRY AND OTHER STONEWORK,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1742,CONSTRUCTION,Construction & Engineering,"PLASTERING, DRYWALL, AND INSULATION",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1743,CONSTRUCTION,Construction & Engineering,"TERRAZZO, TILE, MARBLE, MOSAIC WORK",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1751,CONSTRUCTION,Construction & Engineering,CARPENTRY WORK,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1752,CONSTRUCTION,Construction & Engineering,"FLOOR LAYING AND FLOOR WORK, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1761,CONSTRUCTION,Construction & Engineering,"ROOFING, SIDING, AND SHEET METAL WORK",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1771,CONSTRUCTION,Construction & Engineering,CONCRETE WORK,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1781,CONSTRUCTION,Construction & Engineering,WATER WELL DRILLING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1791,CONSTRUCTION,Construction & Engineering,STRUCTURAL STEEL ERECTION,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1793,CONSTRUCTION,Construction & Engineering,GLASS AND GLAZING WORK,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1794,CONSTRUCTION,Construction & Engineering,EXCAVATION WORK,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1795,CONSTRUCTION,Construction & Engineering,WRECKING AND DEMOLITION,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1796,CONSTRUCTION,Construction & Engineering,"INSTALLATION BUILDING EQUIPMENT, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
1799,CONSTRUCTION,Construction & Engineering,"SPECIAL TRADE CONTRACTORS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3494,MANUFACTURING (DURABLE),Construction & Engineering,"VALVES AND PIPE FITTINGS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3498,MANUFACTURING (DURABLE),Construction & Engineering,FABRICATED PIPE AND FITTINGS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3534,MANUFACTURING (DURABLE),Construction & Engineering,ELEVATORS AND MOVING STAIRWAYS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3535,MANUFACTURING (DURABLE),Construction & Engineering,CONVEYORS AND CONVEYING EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3536,MANUFACTURING (DURABLE),Construction & Engineering,"HOISTS, CRANES, AND MONORAILS",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3537,MANUFACTURING (DURABLE),Construction & Engineering,INDUSTRIAL TRUCKS AND TRACTORS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3543,MANUFACTURING (DURABLE),Construction & Engineering,INDUSTRIAL PATTERS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3544,MANUFACTURING (DURABLE),Construction & Engineering,"SPECIAL DIES, TOOLS, JIGS & FIXTURES",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3624,MANUFACTURING (DURABLE),Construction & Engineering,CARBON AND GRAPHITE PRODUCTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3625,MANUFACTURING (DURABLE),Construction & Engineering,RELAYS AND INDUSTRIAL CONTROLS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3731,MANUFACTURING (DURABLE),Construction & Engineering,SHIP BUILDING AND REPAIRING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3732,MANUFACTURING (DURABLE),Construction & Engineering,BOAT BUILDING AND REPAIRING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3743,MANUFACTURING (DURABLE),Construction & Engineering,RAILROAD EQUIPMENT,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3999,MANUFACTURING (DURABLE),Construction & Engineering,"MANUFACTURING INDUSTRIES, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
2452,MANUFACTURING (DURABLE),Construction & Engineering,PREFABRICATED WOOD BUILDINGS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
2493,MANUFACTURING (DURABLE),Construction & Engineering,RECONSTITUTED WOOD PRODUCTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
2541,MANUFACTURING (DURABLE),Construction & Engineering,WOOD PARTITIONS AND FIXTURES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
2542,MANUFACTURING (DURABLE),Construction & Engineering,"PARTITIONS AND FIXTURES, EXCEPT WOOD",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
2796,MANUFACTURING (NON DURABLE) EXC APPAREL,Construction & Engineering,PLATEMAKING SERVICES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
5962,NON/DISCRETIONARY RETAIL SECTOR,Construction & Engineering,MERCHANDISING MACHINE OPERATORS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
5963,NON/DISCRETIONARY RETAIL SECTOR,Construction & Engineering,DIRECT SELLING ESTABLISHMENTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
7353,RETAIL SERVICES,Construction & Engineering,HEAVY CONSTRUCTION EQUIPMENT RENTAL,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
5072,WHOLESALE,Construction & Engineering,HARDWARE,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
5074,WHOLESALE,Construction & Engineering,PLUMBING & HYDRONIC HEATING SUPPLIES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
5075,WHOLESALE,Construction & Engineering,WARM AIR HEATING & AIRCONDITIONING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Check Health and Safety,Outside,Check for Recession exposures
3084,MANUFACTURING (DURABLE),Construction Materials,PLASTICS PIPE,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3088,MANUFACTURING (DURABLE),Construction Materials,PLASTICS PLUMBING FIXTURES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3241,MANUFACTURING (DURABLE),Construction Materials,"CEMENT, HYDRAULIC",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3251,MANUFACTURING (DURABLE),Construction Materials,BRICK AND STRUCTURAL CLAY TILE,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3253,MANUFACTURING (DURABLE),Construction Materials,CERAMIC WALL AND FLOOR TILE,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3255,MANUFACTURING (DURABLE),Construction Materials,CLAY REFRACTORIES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3259,MANUFACTURING (DURABLE),Construction Materials,"STRUCTURAL CLAY PRODUCTS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3261,MANUFACTURING (DURABLE),Construction Materials,VITREOUS PLUMBING FIXTURES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3262,MANUFACTURING (DURABLE),Construction Materials,VITREOUS CHINA TABLE & KITCHENWARE,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3263,MANUFACTURING (DURABLE),Construction Materials,SEMIVITREOUS TABLE & KITCHENWARE,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3264,MANUFACTURING (DURABLE),Construction Materials,PROCELAIN ELECTRICAL SUPPLIES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3269,MANUFACTURING (DURABLE),Construction Materials,"POTTERY PRODUCTS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3271,MANUFACTURING (DURABLE),Construction Materials,CONCRETE BLOCK AND BRICK,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3272,MANUFACTURING (DURABLE),Construction Materials,"CONCRETE PRODUCTS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3273,MANUFACTURING (DURABLE),Construction Materials,READY-MIXED CONCRETE,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3274,MANUFACTURING (DURABLE),Construction Materials,LIME,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3275,MANUFACTURING (DURABLE),Construction Materials,BYPSUM PRODUCTS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3281,MANUFACTURING (DURABLE),Construction Materials,CUT STONE AND STONE PRODUCTS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3291,MANUFACTURING (DURABLE),Construction Materials,ABRASIVE PRODUCTS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3292,MANUFACTURING (DURABLE),Construction Materials,ASBESTOS PRODUCTS,Outside,Outside,Outside,Outside,Outside,Outside
3295,MANUFACTURING (DURABLE),Construction Materials,"MINERALS, GROUND OR TREATED",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3296,MANUFACTURING (DURABLE),Construction Materials,MINERAL WOOL,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3297,MANUFACTURING (DURABLE),Construction Materials,NONCLAY REFRACTORIES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3299,MANUFACTURING (DURABLE),Construction Materials,"NONMETALLIC MINERAL PRODUCTS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
3432,MANUFACTURING (DURABLE),Construction Materials,PLUMBING FIXTURE FITTINGS AND TRIM,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3491,MANUFACTURING (DURABLE),Construction Materials,INDUSTRIAL VALVES,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3492,MANUFACTURING (DURABLE),Construction Materials,FLUID POWER VALVES & HOSE FITTINGS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
3996,MANUFACTURING (DURABLE),Construction Materials,"HARD SURFACE FLOOR COVERINGS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2439,MANUFACTURING (DURABLE),Construction Materials,"STRUCTURAL WOOD MEMBERS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5200,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,LUMBER AND OTHER BUILDING MATERIALS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5211,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,LUMBER AND OTHER BUILDING MATERIALS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5231,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,"PAINT, GLASS, AND WALLPAPER STORES",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5251,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,HARDWARE STORES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5261,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,RETAIL NURSERIES AND GARDEN STORES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5400,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,LUMBER AND OTHER BUILDING MATERIALS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5500,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,LUMBER AND OTHER BUILDING MATERIALS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5600,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,LUMBER AND OTHER BUILDING MATERIALS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5700,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,LUMBER AND OTHER BUILDING MATERIALS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5713,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,FLOOR COVERING STORES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
5810,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,LUMBER AND OTHER BUILDING MATERIALS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5900,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,LUMBER AND OTHER BUILDING MATERIALS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5940,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,LUMBER AND OTHER BUILDING MATERIALS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5960,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,LUMBER AND OTHER BUILDING MATERIALS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5990,NON/DISCRETIONARY RETAIL SECTOR,Construction Materials,LUMBER AND OTHER BUILDING MATERIALS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5032,WHOLESALE,Construction Materials,"BRICK, STONE & RELATED MATERIALS",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5039,WHOLESALE,Construction Materials,"CONSTRUCTION MATERIALS, M.E.D.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
5162,WHOLESALE,Construction Materials,PLASTICS MATERIALS & BASIC SHAPES,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
7623,RETAIL SERVICES,Consumer Services,REFRIGERATION SERVICE AND REPAIR,Within,Within (AOC CLL requires FGL refer),Consider 3rd Party Exclusion,Within,Outside,Within
7629,RETAIL SERVICES,Consumer Services,"ELECTRICAL REPAIR SHOPS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Consider 3rd Party Exclusion,Within,Outside,Within
7631,RETAIL SERVICES,Consumer Services,"WATCH, CLOCK, AND JEWELRY REPAIR",Within,Within (AOC CLL requires FGL refer),Consider 3rd Party Exclusion,Within,Outside,Within
7641,RETAIL SERVICES,Consumer Services,REUPHOLSTERY AND FURNITURE REPAIR,Within,Within (AOC CLL requires FGL refer),Consider 3rd Party Exclusion,Within,Outside,Within
7692,RETAIL SERVICES,Consumer Services,WELDING REPAIR,Within,Within (AOC CLL requires FGL refer),Consider 3rd Party Exclusion,Within,Outside,Within
7694,RETAIL SERVICES,Consumer Services,ARMATURE REWINDING SHOPS,Within,Within (AOC CLL requires FGL refer),Consider 3rd Party Exclusion,Within,Outside,Within
7699,RETAIL SERVICES,Consumer Services,"REPAIR SERVICES, N.E.C.",Within,Within (AOC CLL requires FGL refer),Consider 3rd Party Exclusion,Within,Outside,Within
2441,MANUFACTURING (DURABLE),Containers & Packaging,NAILED WOOD BOXES AND SHOOK,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2448,MANUFACTURING (DURABLE),Containers & Packaging,WOOD PALLETS AND SKIDS,Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2449,MANUFACTURING (DURABLE),Containers & Packaging,"WOOD CONTAINERS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Check Health and Safety,Outside,Within
2655,MANUFACTURING (NON DURABLE) EXC APPAREL,Containers & Packaging,"FIBER CANS, DRUMS & SIMILAR PRODUCTS",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2656,MANUFACTURING (NON DURABLE) EXC APPAREL,Containers & Packaging,SANITARY FOOD CONTAINERS,Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2671,MANUFACTURING (NON DURABLE) EXC APPAREL,Containers & Packaging,"PAPER COATED & LAMINATED, PACKAGING",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
2672,MANUFACTURING (NON DURABLE) EXC APPAREL,Containers & Packaging,"PAPER COATED & LAMINATED, N.E.C.",Within,Within (AOC CLL requires FGL refer),Within,Within,Outside,Within
